# ========
# captured on: Mon Nov 10 22:27:47 2014
# hostname : euler16
# os release : 2.6.32-358.6.2.el6.x86_64
# perf version : 2.6.32-358.23.2.el6.x86_64.debug
# arch : x86_64
# nrcpus online : 64
# nrcpus avail : 64
# cpudesc : AMD Opteron(TM) Processor 6274 
# cpuid : AuthenticAMD,21,1,2
# total memory : 132151156 kB
# cmdline : /usr/bin/perf record -a -e branch-misses -o rs_32.branch -- ./dress 
# event : name = branch-misses, type = 0, config = 0x5, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 16129, 16130, 16131, 16132, 16133, 16134, 16135, 16136, 16137, 16138, 16139, 16140, 16141, 16142, 16143, 16144, 16145, 16146, 16147, 16148, 16149, 16150, 16151, 16152, 16153, 16154, 16155, 16156, 16157, 16158, 16159, 16160, 16161, 16162, 16163, 16164, 16165, 16166, 16167, 16168, 16169, 16170, 16171, 16172, 16173, 16174, 16175, 16176, 16177, 16178, 16179, 16180, 16181, 16182, 16183, 16184, 16185, 16186, 16187, 16188, 16189, 16190, 16191, 16192 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 832K of event 'branch-misses'
# Event count (approx.): 815145440
#
# Overhead,Command,Shared Object,Symbol
10.53,          dress,dress                      ,[.] thrust::detail::normal_iterator<float*> thrust::operator+<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long>(thrust::iterator_facade<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long> const&, thrust::detail::normal_iterator<float*>::difference_type)                                            
3.17,          dress,dress                      ,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<float*>, float*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::advance(long)                                                                                                                                                                                                                                                                         
2.96,          dress,dress                      ,[.] void thrust::iterator_core_access::advance<thrust::detail::normal_iterator<float*> >(thrust::detail::normal_iterator<float*>&, thrust::detail::normal_iterator<float*>::difference_type)                                                                                                                                                                                                                                                                                  
2.42,          dress,libChronoEngine_Parallel.so,[.] overlap(real3, real3, real3, real3)                                                                                                                                                                                                                                                                                                                                                                                                                                       
0.20,          dress,libChronoEngine_Parallel.so,[.] thrust::zip_iterator<thrust::tuple<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, long>, thrust::detail::normal_iterator<int*>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type> >::get_iterator_tuple() const                                                                                                                          
0.20,          dress,libChronoEngine_Parallel.so,[.] int& thrust::detail::get_class<0>::get<int&, int&, thrust::null_type>(thrust::detail::cons<int&, thrust::null_type>&)                                                                                                                                                                                                                                                                                                                                                     
0.20,          dress,libChronoEngine_Parallel.so,[.] thrust::zip_iterator<thrust::tuple<thrust::detail::tagged_iterator<thrust::detail::normal_iterator<int*>, thrust::system::omp::detail::par_t>, thrust::detail::tagged_iterator<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::system::omp::detail::par_t>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_
0.20,          dress,dress                      ,[.] thrust::detail::contiguous_storage<float, std::allocator<float> >::operator[](unsigned long) const                                                                                                                                                                                                                                                                                                                                                                        
0.20,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::cons<long, thrust::detail::cons<int&, thrust::null_type> >::cons<long const, int, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const, thrust::null_type const>(long const&, int&, thrust::null_type const&, thrust::null_type const&, thrust::null_type const&, thrust::null_type const&, thrust::null_type const&, thrust::nul
0.19,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, long long, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<long long, thrust::pointer<long long, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::derived()                                                                       
0.19,          dress,dress                      ,[.] thrust::iterator_facade<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long>::operator++()                                                                                                                                                                                                                                                                                                
0.19,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::host_device_function<thrust::system::detail::generic::count_if_transform<unsigned int, thrust::detail::equal_to_value<int>, long>, long>::host_device_function(thrust::system::detail::generic::count_if_transform<unsigned int, thrust::detail::equal_to_value<int>, long> const&)                                                                                                                                                                       
0.19,          dress,libChronoEngine_Parallel.so,[.] thrust::constant_iterator<real3, thrust::use_default, thrust::use_default>::dereference() const                                                                                                                                                                                                                                                                                                                                                                           
0.18,          dress,libnvidia-tls.so.331.20    ,[.] 0x0000000000001f30                                                                                                                                                                                                                                                                                                                                                                                                                                                        
